0,421117,""
1,495191,""
2,372409,""
3,92737,""
4,338192,""
5,799664,""
6,415697,""
7,358011,""
8,846954,""
9,775415,""
10,769659,""
11,600136,""
12,26511,""
13,661747,""
14,945028,""
15,379104,""
16,572783,""
17,505166,""
18,966221,""
19,621813,""
20,907883,""
21,805492,""
22,252376,""
23,134669,""
24,725909,""
25,586503,""
26,430295,""
27,737574,""
28,338338,""
29,790488,""
30,51080,""
31,52370,""
32,844941,""
33,915121,""
34,429018,""
35,737858,""
36,539457,""
37,998725,""
38,388065,""
39,549460,""
40,599930,""
41,566392,""
42,867206,""
43,673368,""
44,533093,""
45,678788,""
46,704692,""
47,875322,""
48,924979,""
49,879631,""
50,816598,""
51,411827,""
52,591304,""
53,658692,""
54,375495,""
55,692737,""
56,384455,""
57,419444,""
58,455463,""
59,320649,""
60,659707,""
61,285173,""
62,857542,""
63,359649,""
64,816290,""
65,483582,""
66,265075,""
67,152970,""
68,621583,""
69,305845,""
70,593553,""
71,656171,""
72,990941,""
73,529240,""
74,322294,""
75,607814,""
76,757098,""
77,121289,""
78,313873,""
79,352592,""
80,835112,""
81,777330,""
82,969623,""
83,456924,""
84,247021,""
85,34901,""
86,121470,""
87,148952,""
88,698570,""
89,399294,""
90,702127,""
91,642225,""
92,928464,""
93,770826,""
94,10347,""
95,754463,""
96,637936,""
97,576486,""
98,306224,""
99,171116,""
100,49824,""
101,865706,""
102,301899,""
103,713048,""
104,371444,""
105,572689,""
106,630539,""
107,683909,""
108,162925,""
109,915639,""
110,431564,""
111,522783,""
112,947636,""
113,6652,""
114,41469,""
115,215064,""
116,306955,""
117,521245,""
118,366107,""
119,392742,""
120,368692,""
121,80706,""
122,852732,""
123,519358,""
124,104043,""
125,767147,""
126,830370,""
127,767619,""
128,726903,""
129,79106,""
130,729759,""
131,413635,""
132,169895,""
133,917507,""
134,84824,""
135,251902,""
136,791685,""
137,7779,""
138,583564,""
139,713045,""
140,953987,""
141,888110,""
142,375761,""
143,993494,""
144,222622,""
145,709378,""
146,71343,""
147,77788,""
148,238757,""
149,205939,""
150,384879,""
151,469030,""
152,139410,""
153,657031,""
154,531686,""
155,23618,""
156,924780,""
157,68373,""
158,939123,""
159,234468,""
160,786999,""
161,652038,""
162,267524,""
163,125502,""
164,640001,""
165,648113,""
166,749588,""
167,144203,""
168,733363,""
169,665289,""
170,520578,""
171,702686,""
172,562258,""
173,717092,""
174,694184,""
175,7477,""
176,27673,""
177,628718,""
178,157627,""
179,295860,""
180,393691,""
181,165093,""
182,35934,""
183,845181,""
184,31347,""
185,256775,""
186,344086,""
187,174151,""
188,569630,""
189,742750,""
190,8648,""
191,968779,""
192,85497,""
193,736999,""
194,589304,""
195,435187,""
196,261197,""
197,290181,""
198,843840,""
199,293454,""
200,46516,""
201,398019,""
202,449866,""
203,795236,""
204,608013,""
205,61631,""
206,644165,""
207,802431,""
208,638672,""
209,456091,""
210,405473,""
211,450930,""
212,823712,""
213,159468,""
214,494438,""
215,406048,""
216,977461,""
217,985985,""
218,159622,""
219,726259,""
220,4187,""
221,509261,""
222,111182,""
223,41176,""
224,850016,""
225,778316,""
226,10644,""
227,780622,""
228,726116,""
229,327724,""
230,315944,""
231,430381,""
232,678859,""
233,548356,""
234,141504,""
235,31115,""
236,850804,""
237,954321,""
238,547058,""
239,627689,""
240,733848,""
241,405477,""
242,6090,""
243,54932,""
244,747484,""
245,596083,""
246,231317,""
247,405484,""
248,12151,""
249,826814,""
250,915122,""
251,140823,""
252,499551,""
253,584001,""
254,763765,""
255,678229,""
256,713389,""
257,25650,""
258,824698,""
259,398108,""
260,279220,""
261,705242,""
262,460101,""
263,679336,""
264,714864,""
265,340829,""
266,728115,""
267,666565,""
268,998357,""
269,155808,""
270,674370,""
271,582615,""
272,955073,""
273,187863,""
274,823657,""
275,198402,""
276,953382,""
277,870671,""
278,894911,""
279,616555,""
280,736419,""
281,697120,""
282,954973,""
283,406555,""
284,417618,""
285,847438,""
286,295620,""
287,667790,""
288,700028,""
289,944066,""
290,491527,""
291,581305,""
292,183090,""
293,360051,""
294,117034,""
295,790171,""
296,243577,""
297,17777,""
298,29376,""
299,260754,""
300,566587,""
301,545954,""
302,593684,""
303,671605,""
304,138827,""
305,302372,""
306,95139,""
307,586226,""
308,662046,""
309,840411,""
310,627329,""
311,884096,""
312,905290,""
313,508477,""
314,488512,""
315,132813,""
316,536056,""
317,235404,""
318,732631,""
319,761363,""
320,559631,""
321,250485,""
322,392678,""
323,432775,""
324,774432,""
325,324864,""
326,26271,""
327,32032,""
328,784359,""
329,342003,""
330,833646,""
331,55208,""
332,158334,""
333,430402,""
334,825041,""
335,149078,""
336,991596,""
337,468420,""
338,27443,""
339,27035,""
340,213576,""
341,922347,""
342,824414,""
343,785791,""
344,453826,""
345,519035,""
346,716622,""
347,340016,""
348,454747,""
349,145806,""
350,956149,""
351,773218,""
352,137980,""
353,999483,""
354,852035,""
355,415143,""
356,426202,""
357,596575,""
358,385757,""
359,642216,""
360,380526,""
361,125865,""
362,678647,""
363,168725,""
364,428569,""
365,301385,""
366,839558,""
367,804008,""
368,714936,""
369,890672,""
370,92434,""
371,676909,""
372,193116,""
373,61013,""
374,887826,""
375,98411,""
376,138244,""
377,323334,""
378,451173,""
